Name	Artist	Type	Released	Recorded	RYM Rating	Ranked	Genres	Descriptors
The Black Saint and the Sinner Lady	Mingus	Album	July 1963	20 January 1963	"4.34
                  
/ 5.00.5

                     from 21,529 ratings"	#1 for 1963, #15 overall	"Avant-Garde Jazz, Third Stream
Experimental Big Band, Flamenco Jazz"	instrumental,  complex,  passionate,  suite,  dense,  avant-garde,  suspenseful,  technical,  concept album,  manic,  acoustic,  surreal,  spiritual,  progressive,  anxious,  melodic,  romantic
