Name	Artist	Type	Released	Recorded	RYM Rating	Ranked	Genres	Descriptors	Language
Future Days	Can	Album	September 1973	1973	"4.11
                  
/ 5.00.5

                     from 17,098 ratings"	#2 for 1973, #98 overall	"Krautrock
Psychedelic Rock, Ambient"	warm,  hypnotic,  atmospheric,  rhythmic,  tropical,  summer,  psychedelic,  mellow,  improvisation,  aquatic,  mysterious,  male vocals,  meditative,  soothing,  progressive,  abstract,  lush,  repetitive,  tribal,  playful,  uplifting,  complex	English
