Name	Artist	Type	Released	Recorded	RYM Rating	Ranked	Genres	Descriptors	Language
Revolver	The Beatles	Album	5 August 1966	6 April 1966 - 21 June 1966	"4.23
                  
/ 5.00.5

                     from 46,553 ratings"	#1 for 1966, #13 overall	"Pop Rock, Psychedelic Pop
Psychedelic Rock, Psychedelic Pop"	psychedelic,  melodic,  male vocals,  eclectic,  drugs,  playful,  warm,  quirky,  happy,  surreal,  longing,  bittersweet	English
